Camille Jansen,Doce Vampiro,M:\musiques\__Autres\Camille Jansen\Doce Vampiro
Camille Jansen,Loose Screw,M:\musiques\__Autres\Camille Jansen\Loose Screw
Camille Jansen,Louise EP,M:\musiques\__Autres\Camille Jansen\Louise EP
Camille Jansen,On A Plain,M:\musiques\__Autres\Camille Jansen\On A Plain
Camille Jansen,Take a Little off My Plate,M:\musiques\__Autres\Camille Jansen\Take a Little off My Plate
Camille Jansen,The Loose Screws,M:\musiques\__Autres\Camille Jansen\The Loose Screws
Camille Jansen,Was Always You,M:\musiques\__Autres\Camille Jansen\Was Always You
Camille Yarbrough,The Iron Pot Cooker,M:\musiques\__Autres\Camille Yarbrough\The Iron Pot Cooker
Camille Yembe,Plastique,M:\musiques\__Autres\Camille Yembe\Plastique
Camp Claude,Double Dreaming,M:\musiques\__Autres\Camp Claude\Double Dreaming
Camp Claude,Hero,M:\musiques\__Autres\Camp Claude\Hero
Camp Claude,Moody Moon,M:\musiques\__Autres\Camp Claude\Moody Moon
Camp Claude,Swimming Lessons,M:\musiques\__Autres\Camp Claude\Swimming Lessons
Can Güngör,Canlı Akustik (Canlı Akustik),M:\musiques\__Autres\Can Güngör\Canlı Akustik (Canlı Akustik)
Can Güngör,Silik Düşler,M:\musiques\__Autres\Can Güngör\Silik Düşler
Can Güngör,Yalnız Ölmek,M:\musiques\__Autres\Can Güngör\Yalnız Ölmek
Candy Claws,Ceres & Calypso in the Deep Time - 10th Anniversary,M:\musiques\__Autres\Candy Claws\Ceres & Calypso in the Deep Time - 10th Anniversary
Canine,Canine,M:\musiques\__Autres\Canine\Canine
Canine,Dune,M:\musiques\__Autres\Canine\Dune
Canine,Source,M:\musiques\__Autres\Canine\Source
Canine,Swallows,M:\musiques\__Autres\Canine\Swallows
Canned Heat,Friends In The Can,M:\musiques\__Autres\Canned Heat\Friends In The Can
Canned Heat,The Boogie Assault- Live In Australia,M:\musiques\__Autres\Canned Heat\The Boogie Assault- Live In Australia
Cannibale,Life Is Deab,M:\musiques\__Autres\Cannibale\Life Is Deab
Cannibale,No Mercy For Love,M:\musiques\__Autres\Cannibale\No Mercy For Love
Cannibale,Not Easy To Cook,M:\musiques\__Autres\Cannibale\Not Easy To Cook
Cannons,Fever Dream,M:\musiques\__Autres\Cannons\Fever Dream
Cannons,Heartbeat Highway,M:\musiques\__Autres\Cannons\Heartbeat Highway
Cannons,Shadows,M:\musiques\__Autres\Cannons\Shadows
Capinera,Il volo _ Suonno,M:\musiques\__Autres\Capinera\Il volo _ Suonno
Capinera,In the Game,M:\musiques\__Autres\Capinera\In the Game
Capital Cities,In A Tidal Wave Of Mystery,M:\musiques\__Autres\Capital Cities\In A Tidal Wave Of Mystery
Capleton & Little Lion Sound,In the Game,M:\musiques\__Autres\Capleton & Little Lion Sound\In the Game
Captain Kid,67 Songs (Captain Kid),M:\musiques\__Autres\Captain Kid\67 Songs (Captain Kid)
Captain Kid,X or Y,M:\musiques\__Autres\Captain Kid\X or Y
Caravan Palace,Caravan Palace,M:\musiques\__Autres\Caravan Palace\Caravan Palace
Caravan Palace,Chronologic,M:\musiques\__Autres\Caravan Palace\Chronologic
Caravan Palace,Panic,M:\musiques\__Autres\Caravan Palace\Panic
Caravan Palace,[I°_°I],M:\musiques\__Autres\Caravan Palace\[I°_°I]
Carbeau,Madrugada,M:\musiques\__Autres\Carbeau\Madrugada
Carbeau,Madrugada + Tramonto,M:\musiques\__Autres\Carbeau\Madrugada + Tramonto
Cardinal,Cardinal,M:\musiques\__Autres\Cardinal\Cardinal
Cardinals,Cardinals,M:\musiques\__Autres\Cardinals\Cardinals
Cardinals,Masquerade,M:\musiques\__Autres\Cardinals\Masquerade
Cari Cari,Anaana,M:\musiques\__Autres\Cari Cari\Anaana
Cari Cari,Belo Horizonte,M:\musiques\__Autres\Cari Cari\Belo Horizonte
Cari Cari,One More Trip Around The Sun,M:\musiques\__Autres\Cari Cari\One More Trip Around The Sun
Cari Cari,Welcome To Kookoo Island,M:\musiques\__Autres\Cari Cari\Welcome To Kookoo Island
Caribou,Andorra,M:\musiques\__Autres\Caribou\Andorra
Caribou,Our Love,M:\musiques\__Autres\Caribou\Our Love
Caribou,Swim,M:\musiques\__Autres\Caribou\Swim
Caribou,The Milk Of Human Kindness,M:\musiques\__Autres\Caribou\The Milk Of Human Kindness
Carla,L'autre moi,M:\musiques\__Autres\Carla\L'autre moi
Carla,Mal d'amour,M:\musiques\__Autres\Carla\Mal d'amour
Carla,Place Pour 2,M:\musiques\__Autres\Carla\Place Pour 2
Carla dal Forno,Come Around,M:\musiques\__Autres\Carla dal Forno\Come Around
Carla dal Forno,Look Up Sharp,M:\musiques\__Autres\Carla dal Forno\Look Up Sharp
Carla dal Forno,The Garden,M:\musiques\__Autres\Carla dal Forno\The Garden
Carla dal Forno,You Know What It's Like,M:\musiques\__Autres\Carla dal Forno\You Know What It's Like
Carlos Gardel,Carlos Gardel 1930,M:\musiques\__Autres\Carlos Gardel\Carlos Gardel 1930
Carmine Coppola,Apocalypse Now,M:\musiques\__B.O\Apocalypse Now - Carmine Coppola
Caro Luna,Cada Día,M:\musiques\__Autres\Caro Luna\Cada Día
Caro Luna,Un Estudio Sobre el Amor,M:\musiques\__Autres\Caro Luna\Un Estudio Sobre el Amor
Caroline,Caroline,M:\musiques\__Autres\Caroline\Caroline
Carter Burwell,Carol,M:\musiques\__B.O\Carol - Carter Burwell
Carter Burwell,Fargo,M:\musiques\__B.O\Fargo - Carter Burwell
Carter Burwell,The Ballad Of Buster Scruggs,M:\musiques\__B.O\The Ballad Of Buster Scruggs - Carter Burwell
Cary Brothers,Back To The Start,M:\musiques\__Autres\Cary Brothers\Back To The Start
Cary Brothers,Bruises,M:\musiques\__Autres\Cary Brothers\Bruises
Cary Brothers,Stardust,M:\musiques\__Autres\Cary Brothers\Stardust
Cary Brothers,Under Control,M:\musiques\__Autres\Cary Brothers\Under Control
Cary Brothers,Who You Are,M:\musiques\__Autres\Cary Brothers\Who You Are
Casablanca Drivers,Easy,M:\musiques\__Autres\Casablanca Drivers\Easy
Casablanca Drivers,Tabloid,M:\musiques\__Autres\Casablanca Drivers\Tabloid
Cascadeur,Camera,M:\musiques\__Autres\Cascadeur\Camera
Cascadeur,Ghost Surfer,M:\musiques\__Autres\Cascadeur\Ghost Surfer
Cascadeur,The Human Octopus,M:\musiques\__Autres\Cascadeur\The Human Octopus
Cascadeur,Walker Remixes,M:\musiques\__Autres\Cascadeur\Walker Remixes
Cashmere Cat,Mirror MarU,M:\musiques\__Autres\Cashmere Cat\Mirror MarU
Cashmere Cat,Mirror Maru - EP,M:\musiques\__Autres\Cashmere Cat\Mirror Maru - EP
Cass Elliot,Cass Elliot (With Bonus Tracks),M:\musiques\__Autres\Cass Elliot\Cass Elliot (With Bonus Tracks)
Cass Elliot,Mama's Big Ones,M:\musiques\__Autres\Cass Elliot\Mama's Big Ones
Cass McCombs,A,M:\musiques\__Autres\Cass McCombs\A
Cass McCombs,Big Wheel and Others,M:\musiques\__Autres\Cass McCombs\Big Wheel and Others
Cass McCombs,Catacombs,M:\musiques\__Autres\Cass McCombs\Catacombs
Cass McCombs,Dropping the Writ,M:\musiques\__Autres\Cass McCombs\Dropping the Writ
Cass McCombs,Interior Live Oak,M:\musiques\__Autres\Cass McCombs\Interior Live Oak
Cass McCombs,Mangy Love,M:\musiques\__Autres\Cass McCombs\Mangy Love
Cass McCombs,PREfection,M:\musiques\__Autres\Cass McCombs\PREfection
Cass McCombs,Tip of the Sphere,M:\musiques\__Autres\Cass McCombs\Tip of the Sphere
Cass McCombs,Wit's End,M:\musiques\__Autres\Cass McCombs\Wit's End
Cassandra Violet,Beyond the Fray,M:\musiques\__Autres\Cassandra Violet\Beyond the Fray
Cassandra Violet,Burn it Down,M:\musiques\__Autres\Cassandra Violet\Burn it Down
Cassandra Violet,Ep4,M:\musiques\__Autres\Cassandra Violet\Ep4
Cassandra Violet,Hope Is a Thief,M:\musiques\__Autres\Cassandra Violet\Hope Is a Thief
Cassandra Violet,Littlest Things,M:\musiques\__Autres\Cassandra Violet\Littlest Things
Cassandra Violet,Maybe It's Not Too Late,M:\musiques\__Autres\Cassandra Violet\Maybe It's Not Too Late
Cassandra Violet,Right on Time,M:\musiques\__Autres\Cassandra Violet\Right on Time
Cassandra Violet,The Tallest Mountain,M:\musiques\__Autres\Cassandra Violet\The Tallest Mountain
Cassius,15 Again,M:\musiques\__Autres\Cassius\15 Again
Cassius,1999,M:\musiques\__Autres\Cassius\1999
Cassius,Au Rêve,M:\musiques\__Autres\Cassius\Au Rêve
Cassius,Dreems,M:\musiques\__Autres\Cassius\Dreems
Cassius,Ibifornia,M:\musiques\__Autres\Cassius\Ibifornia
Cassius,The Rawkers,M:\musiques\__Autres\Cassius\The Rawkers
Cat Clyde,Another Time,M:\musiques\__Autres\Cat Clyde\Another Time
Cat Clyde,Blue Blue Blue,M:\musiques\__Autres\Cat Clyde\Blue Blue Blue
Cat Clyde,Down Rounder,M:\musiques\__Autres\Cat Clyde\Down Rounder
Cat Clyde,Hunters Trance,M:\musiques\__Autres\Cat Clyde\Hunters Trance
Cat Clyde,Ivory Castanets,M:\musiques\__Autres\Cat Clyde\Ivory Castanets
Cat Pierce,California Winter,M:\musiques\__Autres\Cat Pierce\California Winter
Cat Pierce,Human Experience,M:\musiques\__Autres\Cat Pierce\Human Experience
Cat Pierce,Little One,M:\musiques\__Autres\Cat Pierce\Little One
Cat Pierce,Live Forever,M:\musiques\__Autres\Cat Pierce\Live Forever
Cat Pierce,Machine,M:\musiques\__Autres\Cat Pierce\Machine
Cat Pierce,Regret,M:\musiques\__Autres\Cat Pierce\Regret
Cat Pierce,Solid Gold,M:\musiques\__Autres\Cat Pierce\Solid Gold
Cat Pierce,The Beginning of the End,M:\musiques\__Autres\Cat Pierce\The Beginning of the End
Cat Pierce,The Gold Is in the Dark,M:\musiques\__Autres\Cat Pierce\The Gold Is in the Dark
Cat Power,Jukebox [Deluxe Edition] Disc 1,M:\musiques\__Autres\Cat Power\Jukebox [Deluxe Edition] Disc 1
Cat Power,Jukebox [Deluxe Edition] Disc 2,M:\musiques\__Autres\Cat Power\Jukebox [Deluxe Edition] Disc 2
Cat Power,Moon Pix,M:\musiques\__Autres\Cat Power\Moon Pix
Cat Power,Speaking For Trees,M:\musiques\__Autres\Cat Power\Speaking For Trees
Cat Power,Sun,M:\musiques\__Autres\Cat Power\Sun
Cat Power,The Covers Record,M:\musiques\__Autres\Cat Power\The Covers Record
Cat Power,Wanderer,M:\musiques\__Autres\Cat Power\Wanderer
Cat Power,You Are Free,M:\musiques\__Autres\Cat Power\You Are Free
Cat's Eyes,Treasure House,M:\musiques\__Autres\Cat's Eyes\Treasure House
Catastrophe,Dernier soleil vision XL,M:\musiques\__Autres\Catastrophe\Dernier soleil vision XL
Catastrophe,Fizzy,M:\musiques\__Autres\Catastrophe\Fizzy
Catastrophe,Gong! Plus,M:\musiques\__Autres\Catastrophe\Gong! Plus
Catastrophe Waitress,Catastrophe Waitress,M:\musiques\__Autres\Catastrophe Waitress\Catastrophe Waitress
Catastrophe Waitress,Keep It,M:\musiques\__Autres\Catastrophe Waitress\Keep It
Catastrophe Waitress,Second Valse,M:\musiques\__Autres\Catastrophe Waitress\Second Valse
Catastrophe Waitress,Silent Talk,M:\musiques\__Autres\Catastrophe Waitress\Silent Talk
Cate Le Bon,Crab Day,M:\musiques\__Autres\Cate Le Bon\Crab Day
Cate Le Bon,Michelangelo Dying,M:\musiques\__Autres\Cate Le Bon\Michelangelo Dying
Cate Le Bon,Mug Museum,M:\musiques\__Autres\Cate Le Bon\Mug Museum
Cate Le Bon,Pompeii,M:\musiques\__Autres\Cate Le Bon\Pompeii
Cate Le Bon,Reward,M:\musiques\__Autres\Cate Le Bon\Reward
Catriona Irving,Running On Empathy,M:\musiques\__Autres\Catriona Irving\Running On Empathy
Catriona Irving,Sitting On the Shelf Without Shelly (Plaisir de France Remix),M:\musiques\__Autres\Catriona Irving\Sitting On the Shelf Without Shelly (Plaisir de France Remix)
Catriona Irving,Stitch EP,M:\musiques\__Autres\Catriona Irving\Stitch EP
Cats on Trees,Alie,M:\musiques\__Autres\Cats on Trees\Alie
Cats on Trees,Cats on Trees,M:\musiques\__Autres\Cats on Trees\Cats on Trees
Cats on Trees,Neon,M:\musiques\__Autres\Cats on Trees\Neon
Catt,Change,M:\musiques\__Autres\Catt\Change
Catt,Jungle Of Abundance,M:\musiques\__Autres\Catt\Jungle Of Abundance
Catt,Mirror,M:\musiques\__Autres\Catt\Mirror
Catt,Moon,M:\musiques\__Autres\Catt\Moon
Catt,"Why, Why","M:\musiques\__Autres\Catt\Why, Why"
Cayetano,Back Home,M:\musiques\__Autres\Cayetano\Back Home
Cayetano,The Big Fall,M:\musiques\__Autres\Cayetano\The Big Fall
Cayetano,The Right Time,M:\musiques\__Autres\Cayetano\The Right Time
Cayetano,Up and Down,M:\musiques\__Autres\Cayetano\Up and Down
Ceci,18,M:\musiques\__Autres\Ceci\18
Ceci,Everybody Loves,M:\musiques\__Autres\Ceci\Everybody Loves
Celia Cruz,La Vida Es Un Carnaval (Baile Total),M:\musiques\__Autres\Celia Cruz\La Vida Es Un Carnaval (Baile Total)
Cesar,Alba,M:\musiques\__Autres\Cesar\Alba
Cesar,Coeur Vagabond,M:\musiques\__Autres\Cesar\Coeur Vagabond
Cesar,J'arrive,M:\musiques\__Autres\Cesar\J'arrive
Cesária Évora,Cabo Verde,M:\musiques\__Autres\Cesária Évora\Cabo Verde
Cesária Évora,Café Atlantico,M:\musiques\__Autres\Cesária Évora\Café Atlantico
Cesária Évora,Cesaria,M:\musiques\__Autres\Cesária Évora\Cesaria
Cesária Évora,Rogamar,M:\musiques\__Autres\Cesária Évora\Rogamar
Cesária Évora,São Vicente Di Longe,M:\musiques\__Autres\Cesária Évora\São Vicente Di Longe
Cesária Évora,Voz D'Amor,M:\musiques\__Autres\Cesária Évora\Voz D'Amor
Chad Crouch,Ramona Falls Soundwalk,M:\musiques\__Autres\Chad Crouch\Ramona Falls Soundwalk
Chad VanGaalen,World's Most Stressed Out Gardener,M:\musiques\__Autres\Chad VanGaalen\World's Most Stressed Out Gardener
Championne,Championne,M:\musiques\__Autres\Championne\Championne
Champs,Down Like Gold,M:\musiques\__Autres\Champs\Down Like Gold
Champs,Ride The Morning Glass,M:\musiques\__Autres\Champs\Ride The Morning Glass
Champs,Tequila! the Very Best of,M:\musiques\__Autres\Champs\Tequila! the Very Best of
Champs,Vamala,M:\musiques\__Autres\Champs\Vamala
Chango Spasiuk,Latin Noir,M:\musiques\__Autres\Chango Spasiuk\Latin Noir
Chango Spasiuk & Maurice El Medioni,Latin Noir,M:\musiques\__Autres\Chango Spasiuk & Maurice El Medioni\Latin Noir
Chaos Chaos,Committed to the Crime,M:\musiques\__Autres\Chaos Chaos\Committed to the Crime
Chapelier Fou,!,M:\musiques\__Autres\Chapelier Fou\!
Chapelier Fou,613,M:\musiques\__Autres\Chapelier Fou\613
Chapelier Fou,Al Abama,M:\musiques\__Autres\Chapelier Fou\Al Abama
Chapelier Fou,Chapelier Fou,M:\musiques\__Autres\Chapelier Fou\Chapelier Fou
Chapelier Fou,"Darling, Darling, Darling","M:\musiques\__Autres\Chapelier Fou\Darling, Darling, Darling"
Chapelier Fou,Deltas,M:\musiques\__Autres\Chapelier Fou\Deltas
Chapelier Fou,Ensemb7e,M:\musiques\__Autres\Chapelier Fou\Ensemb7e
Chapelier Fou,Fuses,M:\musiques\__Autres\Chapelier Fou\Fuses
Chapelier Fou,Invisible,M:\musiques\__Autres\Chapelier Fou\Invisible
Chapelier Fou,Kalia,M:\musiques\__Autres\Chapelier Fou\Kalia
Chapelier Fou,Muance,M:\musiques\__Autres\Chapelier Fou\Muance
Chapelier Fou,Méridiens,M:\musiques\__Autres\Chapelier Fou\Méridiens
Chapelier Fou,Parallèles,M:\musiques\__Autres\Chapelier Fou\Parallèles
Charity Children,Almost Young,M:\musiques\__Autres\Charity Children\Almost Young
Charity Children,Fabel,M:\musiques\__Autres\Charity Children\Fabel
Charles Aznavour,CD1 I Aznavour- Les Années Barclay 1960-1983 N° 01 (Les Deux Guitares - Je M'Voyais Déjà - Il Faut Savoir),M:\musiques\__Autres\Charles Aznavour\CD1 I Aznavour- Les Années Barclay 1960-1983 N° 01 (Les Deux Guitares - Je M'Voyais Déjà - Il Faut Savoir)
Charles Aznavour,CD10 I Idiote Je T'aime... - Visages De L'amour,M:\musiques\__Autres\Charles Aznavour\CD10 I Idiote Je T'aime... - Visages De L'amour
Charles Aznavour,CD11 I Hier...Encore - Voilà Que Tu Reviens,M:\musiques\__Autres\Charles Aznavour\CD11 I Hier...Encore - Voilà Que Tu Reviens
Charles Aznavour,CD12 I Je N'ai Pas Vu Le Temps Passer... - Un Enfant Est Né,M:\musiques\__Autres\Charles Aznavour\CD12 I Je N'ai Pas Vu Le Temps Passer... - Un Enfant Est Né
Charles Aznavour,CD13 I Autobiographie - Je Fais Comme Si,M:\musiques\__Autres\Charles Aznavour\CD13 I Autobiographie - Je Fais Comme Si
Charles Aznavour,CD14 I Une Première Danse - Charles Chante Aznavour & Dimey,M:\musiques\__Autres\Charles Aznavour\CD14 I Une Première Danse - Charles Chante Aznavour & Dimey
Charles Aznavour,CD15 I Charles Aznavour Chante En Anglais,M:\musiques\__Autres\Charles Aznavour\CD15 I Charles Aznavour Chante En Anglais
Charles Aznavour,CD16 I Charles Aznavour Chante En Italien,M:\musiques\__Autres\Charles Aznavour\CD16 I Charles Aznavour Chante En Italien
Charles Aznavour,CD17 I Aznavour Canta En Espagnol,M:\musiques\__Autres\Charles Aznavour\CD17 I Aznavour Canta En Espagnol
Charles Aznavour,CD18 I Charles Aznavour Chante En Allemand,M:\musiques\__Autres\Charles Aznavour\CD18 I Charles Aznavour Chante En Allemand
Charles Aznavour,CD19 I Azanavour - World Of,M:\musiques\__Autres\Charles Aznavour\CD19 I Azanavour - World Of
Charles Aznavour,CD2 I Aznavour- Les Années Barclay 1960-1983 N° 02 (Alléluia - Qui -),M:\musiques\__Autres\Charles Aznavour\CD2 I Aznavour- Les Années Barclay 1960-1983 N° 02 (Alléluia - Qui -)
Charles Aznavour,CD20 I Live In Tokyo,M:\musiques\__Autres\Charles Aznavour\CD20 I Live In Tokyo
Charles Aznavour,CD3 I Intégrale - N° 03 Charles Aznavour,M:\musiques\__Autres\Charles Aznavour\CD3 I Intégrale - N° 03 Charles Aznavour
Charles Aznavour,CD4 I Aznavour- Les Années Barclay 1960-1983 N° 04 Vol2 Et Vol 3,M:\musiques\__Autres\Charles Aznavour\CD4 I Aznavour- Les Années Barclay 1960-1983 N° 04 Vol2 Et Vol 3
Charles Aznavour,CD5 I Que C'est Triste Venise N° 05,M:\musiques\__Autres\Charles Aznavour\CD5 I Que C'est Triste Venise N° 05
Charles Aznavour,CD6 I La Bohème,M:\musiques\__Autres\Charles Aznavour\CD6 I La Bohème
Charles Aznavour,CD7 I Vol N°4,M:\musiques\__Autres\Charles Aznavour\CD7 I Vol N°4
Charles Aznavour,CD8 I DÉSORMAIS Į,M:\musiques\__Autres\Charles Aznavour\CD8 I DÉSORMAIS Į
Charles Aznavour,"CD9 I NON, JE N'AI RIEN OUBLIÉ I","M:\musiques\__Autres\Charles Aznavour\CD9 I NON, JE N'AI RIEN OUBLIÉ I"
Charles Bradley,No Time for Dreaming,M:\musiques\__Autres\Charles Bradley\No Time for Dreaming
Charles Cariou,Aisea,M:\musiques\__Autres\Charles Cariou\Aisea
Charles Cariou,Baume,M:\musiques\__Autres\Charles Cariou\Baume
Charles Cariou,Hanami,M:\musiques\__Autres\Charles Cariou\Hanami
Charles Pasi,Bricks,M:\musiques\__Autres\Charles Pasi\Bricks
Charles Pasi,Sometimes Awake,M:\musiques\__Autres\Charles Pasi\Sometimes Awake
Charles Pasi,Uncaged,M:\musiques\__Autres\Charles Pasi\Uncaged
Charles Schillings,It's About…,M:\musiques\__Autres\Charles Schillings\It's About…
Charles Schillings,Like A Radio,M:\musiques\__Autres\Charles Schillings\Like A Radio
Charles Schillings,Not Correct,M:\musiques\__Autres\Charles Schillings\Not Correct
Charles Schillings,Overground House 3,M:\musiques\__Autres\Charles Schillings\Overground House 3
Charles Trenet,Anthologie,M:\musiques\__Autres\Charles Trenet\Anthologie
Charles Trenet,Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943
Charles Trenet,Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943
Charles Trenet,Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955
Charles Trenet,Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955
Charles Trenet,Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957
Charles Trenet,Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957
Charles Trenet,Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936
Charles Trenet,Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936
Charles Trenet,Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage
Charles Trenet,Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage,M:\musiques\__Autres\Charles Trenet\Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage
